number	filename	ID	season	year	cave	label	nonatec	tag
18	'IMG_0235.JPG'	4EE40E	august	2014	C26	CAL12-0911	NA	4EE40E
19	'IMG_0236.JPG'	C97931	august	2014	C26	CAL12-0913	NA	C97931
20	'IMG_0237.JPG'	4EE8B9	august	2014	C26	CAL13-1478	NA	4EE8B9
21	'IMG_0238.JPG'	6D76B6	august	2014	C26	CAL12-0871	NA	6D76B6
22	'IMG_0239.JPG'	C9816E	august	2014	C26	CAL13-1720	NA	C9816E
23	'IMG_0240.JPG'	C97ADE	august	2014	C26	CAL12-0904	NA	C97ADE
24	'IMG_0241.JPG'	4EDEDC	august	2014	C26	CAL12-0908	NA	4EDEDC
25	'IMG_0242.JPG'	C9746B	august	2014	C26	CAL13-1217	NA	C9746B
26	'IMG_0243.JPG'	4EDE01	august	2014	C26	CAL12-0903	NA	4EDE01
27	'IMG_0244.JPG'	4EE092	august	2014	C26	CAL12-0915	NA	4EE092
28	'IMG_0245.JPG'	C96D7E	august	2014	C26	CAL13-1227	NA	C96D7E
29	'IMG_0246.JPG'	C9831C	august	2014	C26	CAL12-0865	NA	C9831C
30	'IMG_0247.JPG'	C962C3	august	2014	C26	CAL13-1730	NA	C962C3
31	'IMG_0248.JPG'	C98703	august	2014	C26	CAL12-0910	NA	C98703
32	'IMG_0249.JPG'	C96AD7	august	2014	C26	CAL13-1718	NA	C96AD7
33	'IMG_0250.JPG'	C98FC6	august	2014	C26	CAL13-1220	NA	C98FC6
34	'IMG_0251.JPG'	184D5C	august	2014	C26	CAL13-1896	NA	184D5C
35	'IMG_0252.JPG'	053169	august	2014	C26	CAL14-2203	NA	053169
38	'IMG_0255.JPG'	C9735F	august	2014	C26	CAL13-1475	NA	C9735F
39	'IMG_0614.JPG'	NA	august	2014	C26	NA	NA	NA
40	'IMG_0622.JPG'	187D96	august	2014	C26	CAL13-1895	NA	187D96
41	'IMG_0623.JPG'	053379	august	2014	C26	CAL14-2081	NA	053379
42	'IMG_0624.JPG'	C98F43	august	2014	C26	CAL12-0868	NA	C98F43
43	'IMG_0625.JPG'	053339	august	2014	C26	CAL12-0889	NA	053339
44	'IMG_0626.JPG'	053370	august	2014	C26	CAL14-2082	NA	053370
45	'IMG_0627.JPG'	053365	august	2014	C26	CAL14-2087	NA	053365
46	'IMG_0628.JPG'	C97455	august	2014	C26	CAL13-1222	NA	C97455
47	'IMG_0629.JPG'	C97700	august	2014	C26	CAL13-1218	NA	C97700
48	'IMG_0630.JPG'	C97826	august	2014	C26	CAL12-0884	NA	C97826
49	'IMG_0631.JPG'	053348	august	2014	C26	CAL14-2084	NA	053348
50	'IMG_0632.JPG'	4EE0F4	august	2014	C26	NA	NA	4EE0F4
51	'IMG_0633.JPG'	4EE779	august	2014	C26	CAL13-1731	NA	4EE779
52	'IMG_0634.JPG'	053947	august	2014	C26	CAL14-2345	NA	053947
53	'IMG_0635.JPG'	053889	august	2014	C26	CAL14-2346	NA	053889
54	'IMG_0636.JPG'	C973E1	august	2014	C26	CAL13-1477	NA	C973E1
55	'IMG_0637.JPG'	053940	august	2014	C26	CAL14-2347	NA	053940
56	'IMG_0638.JPG'	C985FE	august	2014	C26	CAL12-0880	NA	C985FE
57	'IMG_0642.JPG'	C98718	august	2014	C26	CAL13-1224	NA	C98718
58	'IMG_0643.JPG'	4EECDD	august	2014	C26	CAL13-1732	NA	4EECDD
59	'IMG_0644.JPG'	C96FA2	august	2014	C26	CAL12-0869	NA	C96FA2
60	'IMG_0645.JPG'	4EED24	august	2014	C26	CAL12-0894	NA	4EED24
1	'IMG_0395.JPG'	183B6D	august	2014	C27	CAL13-1807	NA	183B6D
2	'IMG_0396.JPG'	184F90	august	2014	C27	CAL13-1805	NA	184F90
3	'IMG_0397.JPG'	053596	august	2014	C27	CAL14-2090	NA	053596
4	'IMG_0398.JPG'	053900	august	2014	C27	CAL14-2310	NA	053900
5	'IMG_0399.JPG'	4EFAFA	august	2014	C27	CAL13-1599	NA	4EFAFA
6	'IMG_0400.JPG'	053876	august	2014	C27	CAL14-2311	NA	053876
7	'IMG_0401.JPG'	4EDEB7	august	2014	C27	CAL13-1610	NA	4EDEB7
8	'IMG_0402.JPG'	CAL14-2312	august	2014	C27	CAL14-2312	NA	NA
9	'IMG_0403.JPG'	053163	august	2014	C27	CAL14-2210	NA	053163
10	'IMG_0404.JPG'	4EED97	august	2014	C27	CAL13-1603	NA	4EED97
11	'IMG_0405.JPG'	053876	august	2014	C27	CAL14-2313	NA	053876
12	'IMG_0406.JPG'	18767C	august	2014	C27	CAL13-1823	NA	18767C
14	'IMG_0408.JPG'	184009	august	2014	C27	CAL13-1812	NA	184009
15	'IMG_0409.JPG'	053953	august	2014	C27	CAL13-1396	NA	053953
16	'IMG_0410.JPG'	053954	august	2014	C27	CAL14-2314	NA	053954
17	'IMG_0411.JPG'	053875	august	2014	C27	CAL14-2315	NA	053875
18	'IMG_0412.JPG'	053860	august	2014	C27	CAL14-2316	NA	053860
19	'IMG_0413.JPG'	183B6D	august	2014	C27	CAL13-1807	NA	183B6D
20	'IMG_0414.JPG'	C9702A	august	2014	C27	CAL13-1597	NA	C9702A
21	'IMG_0415.JPG'	4EEAC8	august	2014	C27	CAL13-1600	NA	4EEAC8
22	'IMG_0416.JPG'	182E6E	august	2014	C27	CAL13-1811	NA	182E6E
23	'IMG_0417.JPG'	053860	august	2014	C27	CAL14-2317	NA	053860
24	'IMG_0418.JPG'	CAL14-2318	august	2014	C27	CAL14-2318	NA	NA
25	'IMG_0419.JPG'	C98881	august	2014	C27	CAL13-1596	NA	C98881
26	'IMG_0420.JPG'	C974E4	august	2014	C27	CAL13-1612	NA	C974E4
27	'IMG_0421.JPG'	053376	august	2014	C27	CAL14-2093	NA	053376
28	'IMG_0422.JPG'	053930	august	2014	C27	CAL14-2319	NA	053930
29	'IMG_0423.JPG'	053929	august	2014	C27	CAL14-2320	NA	053929
31	'IMG_0425.JPG'	052729	august	2014	C27	CAL14-2206	NA	052729
32	'IMG_0426.JPG'	6DAD61	august	2014	C27	CAL13-1607	NA	6DAD61
33	'IMG_0427.JPG'	CAL14-2321	august	2014	C27	CAL14-2321	NA	NA
34	'IMG_0428.JPG'	053886	august	2014	C27	CAL14-2322	NA	053886
35	'IMG_0429.JPG'	CAL14-2323	august	2014	C27	CAL14-2323	NA	NA
36	'IMG_0430.JPG'	053176	august	2014	C27	CAL14-2209	NA	053176
37	'IMG_0431.JPG'	CAL14-2324	august	2014	C27	CAL14-2324	NA	NA
38	'IMG_0432.JPG'	CAL14-2325	august	2014	C27	CAL14-2325	NA	NA
39	'IMG_0433.JPG'	187ECC	august	2014	C27	CAL13-1810	NA	187ECC
40	'IMG_0434.JPG'	4EEA59	august	2014	C27	CAL13-1602	NA	4EEA59
41	'IMG_0435.JPG'	4EE34C	august	2014	C27	CAL13-1592	NA	4EE34C
42	'IMG_0436.JPG'	C98CC2	august	2014	C27	CAL13-1594	NA	C98CC2
1	'IMG_4547.JPG'	4EF922	june	2015	C1	NA	NA	4EF922
2	'IMG_4548.JPG'	183F4E	june	2015	C1	NA	NA	183F4E
3	'IMG_4549.JPG'	C98808	june	2015	C1	NA	NA	C98808
4	'IMG_4550.JPG'	4EE15F	june	2015	C1	NA	NA	4EE15F
5	'IMG_4551.JPG'	CAL15-2358	june	2015	C1	CAL15-2358	NA	NA
6	'IMG_4552.JPG'	4EFA92	june	2015	C1	NA	NA	4EFA92
7	'IMG_4553.JPG'	184582	june	2015	C1	NA	NA	184582
8	'IMG_4554.JPG'	CAL15-2359	june	2015	C1	CAL15-2359	NA	NA
9	'IMG_4555.JPG'	6D8497	june	2015	C1	NA	NA	6D8497
10	'IMG_4556.JPG'	4EDDDA	june	2015	C1	NA	NA	4EDDDA
11	'IMG_4557.JPG'	C96461	june	2015	C1	NA	NA	C96461
12	'IMG_4558.JPG'	4EE902	june	2015	C1	NA	NA	4EE902
13	'IMG_4559.JPG'	4EE1C2	june	2015	C1	NA	NA	4EE1C2
14	'IMG_4560.JPG'	182C32	june	2015	C1	NA	NA	182C32
15	'IMG_4561.JPG'	4EE3FA	june	2015	C1	NA	NA	4EE3FA
16	'IMG_4562.JPG'	6D8324	june	2015	C1	NA	NA	6D8324
17	'IMG_5694.JPG'	183F4E	june	2015	C1	NA	NA	183F4E
18	'IMG_5695.JPG'	187565	june	2015	C1	NA	NA	187565
19	'IMG_5696.JPG'	184582	june	2015	C1	NA	NA	184582
1	'IMG_4563.JPG'	C98CCA	june	2015	C2	NA	NA	C98CCA
2	'IMG_4564.JPG'	C98907	june	2015	C2	NA	NA	C98907
3	'IMG_4565.JPG'	C9767D	june	2015	C2	NA	NA	C9767D
4	'IMG_4566.JPG'	052906	june	2015	C2	NA	NA	052906
5	'IMG_4567.JPG'	CAL15-2360	june	2015	C2	CAL15-2360	NA	NA
6	'IMG_4568.JPG'	052874	june	2015	C2	NA	NA	052874
7	'IMG_4569.JPG'	C979C7	june	2015	C2	NA	NA	C979C7
8	'IMG_4570.JPG'	4EE13F	june	2015	C2	NA	NA	4EE13F
9	'IMG_4571.JPG'	053303	june	2015	C2	NA	NA	053303
10	'IMG_4572.JPG'	C976A1	june	2015	C2	NA	NA	C976A1
11	'IMG_5685.JPG'	4EDEF3	june	2015	C2	NA	NA	4EDEF3
12	'IMG_5686.JPG'	052868	june	2015	C2	NA	NA	052868
13	'IMG_5687.JPG'	CAL15-2495	june	2015	C2	CAL15-2495	NA	NA
14	'IMG_5688.JPG'	6D82B8	june	2015	C2	NA	NA	6D82B8
15	'IMG_5689.JPG'	CAL15-2496	june	2015	C2	CAL15-2496	NA	NA
16	'IMG_5690.JPG'	CAL15-2497	june	2015	C2	CAL15-2497	NA	NA
17	'IMG_5691.JPG'	6D7E2F	june	2015	C2	NA	NA	6D7E2F
18	'IMG_5692.JPG'	CAL15-2498	june	2015	C2	CAL15-2498	NA	NA
19	'IMG_5693.JPG'	CAL15-2499	june	2015	C2	CAL15-2499	NA	NA
1	'IMG_4503.JPG'	4EDF78	june	2015	C5	NA	NA	4EDF78
2	'IMG_4504.JPG'	6DAEAF	june	2015	C5	NA	NA	6DAEAF
3	'IMG_4505.JPG'	C9852A	june	2015	C5	NA	NA	C9852A
4	'IMG_4506.JPG'	C97236	june	2015	C5	NA	NA	C97236
5	'IMG_4507.JPG'	053347	june	2015	C5	NA	NA	053347
6	'IMG_4508.JPG'	C96C88	june	2015	C5	NA	NA	C96C88
7	'IMG_4509.JPG'	052905	june	2015	C5	NA	NA	052905
8	'IMG_4510.JPG'	184B20	june	2015	C5	NA	NA	184B20
9	'IMG_4511.JPG'	053337	june	2015	C5	NA	NA	053337
10	'IMG_4512.JPG'	CAL15-2349	june	2015	C5	CAL15-2349	NA	NA
11	'IMG_5663.JPG'	C98A4C	june	2015	C5	NA	NA	C98A4C
12	'IMG_5665.JPG'	CAL15-2486	june	2015	C5	CAL15-2486	NA	NA
13	'IMG_5666.JPG'	4EE13B	june	2015	C5	NA	NA	4EE13B
14	'IMG_5667.JPG'	CAL15-2487	june	2015	C5	CAL15-2487	NA	NA
15	'IMG_5668.JPG'	CAL15-2488	june	2015	C5	CAL15-2488	NA	NA
16	'IMG_5669.JPG'	4EE3CF	june	2015	C5	NA	NA	4EE3CF
1	'IMG_4498.JPG'	6D8000	june	2015	C6	NA	NA	6D8000
2	'IMG_4499.JPG'	4EE5C8	june	2015	C6	NA	NA	4EE5C8
3	'IMG_4500.JPG'	6D95C0	june	2015	C6	NA	NA	6D95C0
4	'IMG_4501.JPG'	C960E4	june	2015	C6	NA	NA	C960E4
5	'IMG_4502.JPG'	CAL15-2348	june	2015	C6	CAL15-2348	NA	NA
6	'IMG_5661.JPG'	052836	june	2015	C6	NA	NA	052836
7	'IMG_5662.JPG'	4EEA66	june	2015	C6	NA	NA	4EEA66
1	'IMG_4707.JPG'	CAL15-2400	june	2015	C7	CAL15-2400	NA	NA
2	'IMG_4708.JPG'	C98B75	june	2015	C7	NA	NA	C98B75
3	'IMG_4709.JPG'	C97015	june	2015	C7	NA	NA	C97015
4	'IMG_4711.JPG'	4EE19E	june	2015	C7	NA	NA	4EE19E
5	'IMG_4712.JPG'	C9871B	june	2015	C25	NA	NA	C9871B
6	'IMG_4714.JPG'	1837CB	june	2015	C7	NA	NA	1837CB
7	'IMG_4715.JPG'	CAL15-2401	june	2015	C7	CAL15-2401	NA	NA
9	'IMG_4717.JPG'	CAL15-2402	june	2015	C7	CAL15-2402	NA	NA
10	'IMG_4719.JPG'	CAL15-2403	june	2015	C7	CAL15-2403	NA	NA
11	'IMG_4720.JPG'	CAL15-2404	june	2015	C7	CAL15-2404	NA	NA
12	'IMG_4722.JPG'	C97A50	june	2015	C7	NA	NA	C97A50
13	'IMG_4723.JPG'	4EF70B	june	2015	C7	NA	NA	4EF70B
14	'IMG_4724.JPG'	18560F	june	2015	C7	NA	NA	18560F
15	'IMG_4725.JPG'	053895	june	2015	C25	NA	NA	053895
16	'IMG_4726.JPG'	CAL15-2405	june	2015	C7	CAL15-2405	NA	NA
17	'IMG_4727.JPG'	CAL15-2406	june	2015	C7	CAL15-2406	NA	NA
18	'IMG_4728.JPG'	655302	june	2015	C7	NA	NA	655302
19	'IMG_4730.JPG'	4EE126	june	2015	C7	NA	NA	4EE126
20	'IMG_4731.JPG'	053865	june	2015	C7	NA	NA	053865
21	'IMG_4732.JPG'	C98B23	june	2015	C7	NA	NA	C98B23
22	'IMG_4733.JPG'	4EDF38	june	2015	C7	NA	NA	4EDF38
23	'IMG_4734.JPG'	CAL15-2407	june	2015	C7	CAL15-2407	NA	NA
24	'IMG_4735.JPG'	C97019	june	2015	C7	NA	NA	C97019
25	'IMG_4736.JPG'	CAL15-2408	june	2015	C7	CAL15-2408	NA	NA
26	'IMG_4737.JPG'	CAL15-2409	june	2015	C7	CAL15-2409	NA	NA
27	'IMG_4739.JPG'	053901	june	2015	C7	NA	NA	053901
28	'IMG_4740.JPG'	CAL15-2410	june	2015	C7	CAL15-2410	NA	NA
29	'IMG_4741.JPG'	CAL15-2411	june	2015	C7	CAL15-2411	NA	NA
30	'IMG_4742.JPG'	CAL15-2412	june	2015	C7	CAL15-2412	NA	NA
31	'IMG_5540.JPG'	CAL15-2475	june	2015	C7	CAL15-2475	NA	NA
32	'IMG_5541.JPG'	CAL15-2476	june	2015	C7	CAL15-2476	NA	NA
33	'IMG_5544.JPG'	CAL15-2477	june	2015	C7	CAL15-2477	NA	NA
34	'IMG_5545.JPG'	CAL15-2478	june	2015	C7	CAL15-2478	NA	NA
35	'IMG_5546.JPG'	4EE96E	june	2015	C7	NA	NA	4EE96E
36	'IMG_5547.JPG'	CAL15-2479	june	2015	C7	CAL15-2479	NA	NA
37	'IMG_5548.JPG'	C97FBF	june	2015	C7	NA	NA	C97FBF
38	'IMG_5549.JPG'	CAL15-2480	june	2015	C7	CAL15-2480	NA	NA
39	'IMG_5550.JPG'	C98500	june	2015	C7	NA	NA	C98500
40	'IMG_5551.JPG'	053912	june	2015	C7	NA	NA	053912
41	'IMG_5552.JPG'	6D5933	june	2015	C7	NA	NA	6D5933
42	'IMG_5553.JPG'	C97710	june	2015	C7	NA	NA	C97710
43	'IMG_5554.JPG'	052715	june	2015	C7	NA	NA	052715
44	'IMG_5555.JPG'	053371	june	2015	C7	NA	NA	053371
45	'IMG_5556.JPG'	CAL15-2481	june	2015	C7	CAL15-2481	NA	NA
1	'IMG_4530.JPG'	CAL15-2354	june	2015	C10	CAL15-2354	NA	NA
2	'IMG_4531.JPG'	6D9D96	june	2015	C10	NA	NA	6D9D96
3	'IMG_4532.JPG'	4EE8E0	june	2015	C10	NA	NA	4EE8E0
4	'IMG_4533.JPG'	6DA316	june	2015	C10	NA	NA	6DA316
5	'IMG_4535.JPG'	CAL15-2355	june	2015	C10	CAL15-2355	NA	NA
6	'IMG_4536.JPG'	052895	june	2015	C10	NA	NA	052895
7	'IMG_4537.JPG'	CAL15-2356	june	2015	C10	CAL15-2356	NA	NA
8	'IMG_4538.JPG'	655466	june	2015	C10	NA	NA	655466
9	'IMG_4539.JPG'	4EE5ED	june	2015	C10	NA	NA	4EE5ED
10	'IMG_4540.JPG'	4EE071	june	2015	C10	NA	NA	4EE071
11	'IMG_4541.JPG'	4EECF2	june	2015	C10	NA	NA	4EECF2
12	'IMG_4542.JPG'	4EEA0C	june	2015	C10	NA	NA	4EEA0C
13	'IMG_4543.JPG'	C97FDC	june	2015	C10	NA	NA	C97FDC
14	'IMG_4544.JPG'	4EFA28	june	2015	C10	NA	NA	4EFA28
15	'IMG_4545.JPG'	CAL15-2357	june	2015	C10	CAL15-2357	NA	NA
16	'IMG_4546.JPG'	C98F33	june	2015	C10	NA	NA	C98F33
17	'IMG_5680.JPG'	182C34	june	2015	C10	NA	NA	182C34
18	'IMG_5681.JPG'	6D5E15	june	2015	C10	NA	NA	6D5E15
19	'IMG_5682.JPG'	CAL15-2492	june	2015	C10	CAL15-2492	NA	NA
20	'IMG_5683.JPG'	CAL15-2493	june	2015	C10	CAL15-2493	NA	NA
21	'IMG_5684.JPG'	CAL15-2494	june	2015	C10	CAL15-2494	NA	NA
1	'IMG_4513.JPG'	052891	june	2015	C11	NA	NA	052891
2	'IMG_4514.JPG'	C98B3B	june	2015	C11	NA	NA	C98B3B
3	'IMG_4515.JPG'	NA	june	2015	C11	NA	NA	NA
4	'IMG_4517.JPG'	C97DB8	june	2015	C11	NA	NA	C97DB8
5	'IMG_4519.JPG'	053308	june	2015	C11	NA	NA	053308
6	'IMG_4520.JPG'	655289	june	2015	C11	CAL15-2351	NA	655289
7	'IMG_4521.JPG'	NA	june	2015	C11	NA	NA	NA
8	'IMG_4522.JPG'	CAL15-2352	june	2015	C11	CAL15-2352	NA	NA
9	'IMG_4523.JPG'	053414	june	2015	C11	NA	NA	053414
10	'IMG_4524.JPG'	184B30	june	2015	C11	NA	NA	184B30
11	'IMG_4525.JPG'	4EEC18	june	2015	C11	NA	NA	4EEC18
12	'IMG_4526.JPG'	655403	june	2015	C11	NA	NA	655403
13	'IMG_4527.JPG'	CAL15-2353	june	2015	C11	CAL15-2353	NA	NA
14	'IMG_4528.JPG'	052840	june	2015	C11	NA	NA	052840
15	'IMG_4529.JPG'	4ED9A2	june	2015	C11	NA	NA	4ED9A2
16	'IMG_5670.JPG'	053310	june	2015	C11	NA	NA	053310
17	'IMG_5671.JPG'	655289	june	2015	C11	NA	NA	655289
18	'IMG_5672.JPG'	CAL15-2489	june	2015	C11	CAL15-2489	NA	NA
19	'IMG_5673.JPG'	CAL15-2490	june	2015	C11	CAL15-2490	NA	NA
20	'IMG_5674.JPG'	C974E1	june	2015	C11	NA	NA	C974E1
21	'IMG_5675.JPG'	4EE397	june	2015	C11	NA	NA	4EE397
22	'IMG_5676.JPG'	CAL15-2491	june	2015	C11	CAL15-2491	NA	NA
23	'IMG_5678.JPG'	052873	june	2015	C11	NA	NA	052873
24	'IMG_5679.JPG'	6D909B	june	2015	C11	NA	NA	6D909B
1	'IMG_4743.JPG'	4EE15E	june	2015	C12	NA	NA	4EE15E
2	'IMG_4744.JPG'	4EE942	june	2015	C12	NA	NA	4EE942
3	'IMG_4745.JPG'	CAL15-2413	june	2015	C12	CAL15-2413	NA	NA
4	'IMG_4747.JPG'	655262	june	2015	C12	NA	NA	655262
5	'IMG_4748.JPG'	C98ED6	june	2015	C12	NA	NA	C98ED6
6	'IMG_4749.JPG'	C989E2	june	2015	C12	NA	NA	C989E2
7	'IMG_4750.JPG'	053400	june	2015	C12	NA	NA	053400
8	'IMG_4751.JPG'	CAL15-2414	june	2015	C12	CAL15-2414	NA	NA
9	'IMG_4753.JPG'	053355	june	2015	C12	NA	NA	053355
10	'IMG_4755.JPG'	CAL15-2415	june	2015	C12	CAL15-2415	NA	NA
11	'IMG_4756.JPG'	053368	june	2015	C12	NA	NA	053368
12	'IMG_5557.JPG'	C969EF	june	2015	C12	NA	NA	C969EF
13	'IMG_5558.JPG'	CAL15-2482	june	2015	C12	CAL15-2482	NA	NA
14	'IMG_5559.JPG'	C9615F	june	2015	C12	NA	NA	C9615F
15	'IMG_5560.JPG'	4EE40B	june	2015	C12	NA	NA	4EE40B
16	'IMG_5561.JPG'	4EE9E0	june	2015	C12	NA	NA	4EE9E0
17	'IMG_5563.JPG'	053946	june	2015	C12	NA	NA	053946
18	'IMG_5564.JPG'	187D27	june	2015	C12	NA	NA	187D27
1	'IMG_4795.JPG'	C9789D	june	2015	C17	NA	NA	C9789D
2	'IMG_4796.JPG'	6D7795	june	2015	C17	NA	NA	6D7795
3	'IMG_4797.JPG'	182CDC	june	2015	C17	NA	NA	182CDC
4	'IMG_4798.JPG'	4EDE3F	june	2015	C17	NA	NA	4EDE3F
5	'IMG_5766.JPG'	4EE684	june	2015	C17	NA	NA	4EE684
6	'IMG_5768.JPG'	C96337	june	2015	C17	NA	NA	C96337
7	'IMG_5769.JPG'	CAL15-2531	june	2015	C17	CAL15-2531	NA	NA
8	'IMG_5770.JPG'	C97125	june	2015	C17	NA	NA	C97125
9	'IMG_5771.JPG'	C98698	june	2015	C17	NA	NA	C98698
10	'IMG_5772.JPG'	6DA552	june	2015	C17	NA	NA	6DA552
11	'IMG_5773.JPG'	CAL15-2532	june	2015	C17	CAL15-2532	NA	NA
12	'IMG_5774.JPG'	CAL15-2533	june	2015	C17	CAL15-2533	NA	NA
1	'IMG_4790.JPG'	4EE2DF	june	2015	C17b	NA	NA	4EE2DF
2	'IMG_4791.JPG'	C96A83	june	2015	C17b	NA	NA	C96A83
3	'IMG_4792.JPG'	C9602D	june	2015	C17b	NA	NA	C9602D
4	'IMG_4793.JPG'	4EE10B	june	2015	C17b	NA	NA	4EE10B
5	'IMG_4794.JPG'	4EECA1	june	2015	C17b	NA	NA	4EECA1
6	'IMG_5762.JPG'	CAL15-2529	june	2015	C17b	CAL15-2529	NA	NA
7	'IMG_5763.JPG'	053392	june	2015	C17b	NA	NA	053392
8	'IMG_5764.JPG'	CAL15-2530	june	2015	C17b	CAL15-2530	NA	NA
9	'IMG_5765.JPG'	4ED8A2	june	2015	C17b	NA	NA	4ED8A2
1	'IMG_4800.JPG'	182C2E	june	2015	C18	NA	NA	182C2E
2	'IMG_4801.JPG'	CAL15-2422	june	2015	C18	CAL15-2422	NA	NA
3	'IMG_4802.JPG'	18738D	june	2015	C18	NA	NA	18738D
4	'IMG_4803.JPG'	CAL15-2423	june	2015	C18	CAL15-2423	NA	NA
5	'IMG_4804.JPG'	4EE9D1	june	2015	C18	NA	NA	4EE9D1
6	'IMG_4805.JPG'	4EE40D	june	2015	C18	NA	NA	4EE40D
7	'IMG_4806.JPG'	1858E5	june	2015	C18	NA	NA	1858E5
8	'IMG_4807.JPG'	185C66	june	2015	C18	NA	NA	185C66
9	'IMG_4808.JPG'	4EE22E	june	2015	C18	NA	NA	4EE22E
10	'IMG_4809.JPG'	C9724D	june	2015	C18	NA	NA	C9724D
11	'IMG_4810.JPG'	6DA170	june	2015	C18	NA	NA	6DA170
12	'IMG_4811.JPG'	CAL15-2424	june	2015	C18	CAL15-2424	NA	NA
13	'IMG_4812.JPG'	187117	june	2015	C18	NA	NA	187117
14	'IMG_4814.JPG'	C97239	june	2015	C18	NA	NA	C97239
15	'IMG_4815.JPG'	053375	june	2015	C18	NA	NA	053375
16	'IMG_5775.JPG'	6D87CD	june	2015	C18	NA	NA	6D87CD
17	'IMG_5776.JPG'	C979C4	june	2015	C18	NA	NA	C979C4
18	'IMG_5777.JPG'	C98EED	june	2015	C18	NA	NA	C98EED
19	'IMG_5778.JPG'	4EE60F	june	2015	C18	NA	NA	4EE60F
20	'IMG_5779.JPG'	4EECE1	june	2015	C18	NA	NA	4EECE1
21	'IMG_5780.JPG'	C98A4B	june	2015	C18	NA	NA	C98A4B
22	'IMG_5781.JPG'	186F2A	june	2015	C18	NA	NA	186F2A
23	'IMG_5782.JPG'	CAL15-2534	june	2015	C18	CAL15-2534	NA	NA
24	'IMG_5783.JPG'	4EDE3F	june	2015	C18	NA	NA	4EDE3F
25	'IMG_5784.JPG'	CAL15-2535	june	2015	C18	CAL15-2535	NA	NA
26	'IMG_5785.JPG'	CAL15-2536	june	2015	C18	CAL15-2536	NA	NA
27	'IMG_5786.JPG'	CAL15-2537	june	2015	C18	CAL15-2537	NA	NA
28	'IMG_5787.JPG'	CAL15-2538	june	2015	C18	CAL15-2538	NA	NA
29	'IMG_5788.JPG'	C98A5F	june	2015	C18	NA	NA	C98A5F
1	'IMG_4782.JPG'	4ED980	june	2015	C19	NA	NA	4ED980
2	'IMG_4783.JPG'	C98AB0	june	2015	C19	NA	NA	C98AB0
3	'IMG_4784.JPG'	C96529	june	2015	C19	NA	NA	C96529
4	'IMG_4785.JPG'	6D835A	june	2015	C19	NA	NA	6D835A
5	'IMG_4786.JPG'	CAL15-2420	june	2015	C19	CAL15-2420	NA	NA
6	'IMG_4787.JPG'	1871BB	june	2015	C19	NA	NA	1871BB
7	'IMG_4788.JPG'	4EED16	june	2015	C19	NA	NA	4EED16
8	'IMG_4789.JPG'	C96A00	june	2015	C19	NA	NA	C96A00
9	'IMG_5756.JPG'	053879	june	2015	C19	NA	NA	053879
10	'IMG_5757.JPG'	CAL15-2525	june	2015	C19	CAL15-2525	NA	NA
11	'IMG_5758.JPG'	4EEC77	june	2015	C19	NA	NA	4EEC77
12	'IMG_5759.JPG'	CAL15-2526	june	2015	C19	CAL15-2526	NA	NA
13	'IMG_5760.JPG'	CAL15-2527	june	2015	C19	CAL15-2527	NA	NA
14	'IMG_5761.JPG'	CAL15-2528	june	2015	C19	CAL15-2528	NA	NA
1	'IMG_4765.JPG'	4EECB5	june	2015	C20	NA	NA	4EECB5
2	'IMG_4766.JPG'	053893	june	2015	C20	NA	NA	053893
3	'IMG_4767.JPG'	6D8818	june	2015	C20	NA	NA	6D8818
4	'IMG_4768.JPG'	4EE102	june	2015	C20	NA	NA	4EE102
5	'IMG_4769.JPG'	4EE67F	june	2015	C20	NA	NA	4EE67F
6	'IMG_4770.JPG'	4EE7E9	june	2015	C20	NA	NA	4EE7E9
7	'IMG_4771.JPG'	C972E5	june	2015	C20	NA	NA	C972E5
8	'IMG_4772.JPG'	052724	june	2015	C20	NA	NA	052724
9	'IMG_4773.JPG'	4EF724	june	2015	C20	NA	NA	4EF724
10	'IMG_4775.JPG'	CAL15-2417	june	2015	C20	CAL15-2417	NA	NA
11	'IMG_4776.JPG'	053957	june	2015	C20	NA	NA	053957
12	'IMG_4777.JPG'	C96618	june	2015	C20	NA	NA	C96618
13	'IMG_4778.JPG'	CAL15-2418	june	2015	C20	CAL15-2418	NA	NA
14	'IMG_4779.JPG'	C9645B	june	2015	C20	NA	NA	C9645B
15	'IMG_4780.JPG'	CAL15-2419	june	2015	C20	CAL15-2419	NA	NA
16	'IMG_5739.JPG'	187ED4	june	2015	C20	NA	NA	187ED4
17	'IMG_5740.JPG'	CAL15-2521	june	2015	C20	CAL15-2521	NA	NA
18	'IMG_5741.JPG'	053175	june	2015	C20	NA	NA	053175
19	'IMG_5742.JPG'	CAL15-2522	june	2015	C20	CAL15-2522	NA	NA
20	'IMG_5743.JPG'	C97FCA	june	2015	C20	NA	NA	C97FCA
21	'IMG_5744.JPG'	C97D04	june	2015	C20	NA	NA	C97D04
22	'IMG_5745.JPG'	052696	june	2015	C20	NA	NA	052696
23	'IMG_5746.JPG'	053958	june	2015	C20	NA	NA	053958
24	'IMG_5747.JPG'	053905	june	2015	C20	NA	NA	053905
25	'IMG_5748.JPG'	4EE81C	june	2015	C20	NA	NA	4EE81C
26	'IMG_5749.JPG'	053181	june	2015	C20	NA	NA	053181
27	'IMG_5750.JPG'	CAL15-2323	june	2015	C20	CAL15-2323	NA	NA
