"number"	"filename"	"ID"	"season"	"year"	"cave"	"label"	"nonatec"	"tag"	"date"	"codedate"
"2736"	"1"	"IMG_0352.JPG"	"4EECC3"	"june"	"2014"	"C21"	"CAL12-1182"	NA	"4EECC3"	"2014-1-june"	5
"4536"	"25"	"IMG_7634.JPG"	"4EECC3"	"august"	"2015"	"C21"	"CAL12-1182"	NA	"4EECC3"	"2015-2-august"	8
"752"	"11"	"IMG_1611.JPG"	"6D5FEA"	"august"	"2012"	"C21"	"CAL12-1183"	NA	"6D5FEA"	"2012-2-august"	2
"2073"	"11"	"IMG_6193.JPG"	"6D5FEA"	"august"	"2013"	"C21"	"CAL12-1183"	NA	"6D5FEA"	"2013-2-august"	4
"754"	"13"	"IMG_1613.JPG"	"4EE85B"	"august"	"2012"	"C21"	"CAL12-1185"	NA	"4EE85B"	"2012-2-august"	2
"755"	"14"	"IMG_1614.JPG"	"4EEC04"	"august"	"2012"	"C21"	"CAL12-1186"	NA	"4EEC04"	"2012-2-august"	2
"756"	"15"	"IMG_1615.JPG"	"C98D90"	"august"	"2012"	"C21"	"CAL12-1187"	NA	"C98D90"	"2012-2-august"	2
"2071"	"9"	"IMG_6191.JPG"	"C98D90"	"august"	"2013"	"C21"	"CAL12-1187"	NA	"C98D90"	"2013-2-august"	4
"2747"	"12"	"IMG_8622.jpg"	"C98D90"	"june"	"2014"	"C21"	"CAL12-1187"	NA	"C98D90"	"2014-1-june"	5
"757"	"16"	"IMG_1616.JPG"	"4EE41A"	"august"	"2012"	"C21"	"CAL12-1188"	NA	"4EE41A"	"2012-2-august"	2
"1334"	"7"	"IMG_5143.JPG"	"4EE41A"	"june"	"2013"	"C21"	"CAL12-1188"	NA	"4EE41A"	"2013-1-june"	3
"2753"	"18"	"IMG_9381.jpg"	"4EE41A"	"june"	"2014"	"C21"	"CAL12-1188"	NA	"4EE41A"	"2014-1-june"	5
"3966"	"18"	"IMG_5705.JPG"	"4EE41A"	"june"	"2015"	"C21"	"CAL12-1188"	NA	"4EE41A"	"2015-1-june"	7
"1328"	"1"	"IMG_5135.JPG"	"4EE8A8"	"june"	"2013"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2013-1-june"	3
"2063"	"1"	"IMG_6182.JPG"	"4EE8A8"	"august"	"2013"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2013-2-august"	4
"2740"	"5"	"IMG_8614.jpg"	"4EE8A8"	"june"	"2014"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2014-1-june"	5
"3373"	"7"	"IMG_0348.JPG"	"4EE8A8"	"august"	"2014"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2014-2-august"	6
"3964"	"16"	"IMG_5703.JPG"	"4EE8A8"	"june"	"2015"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2015-1-june"	7
"5586"	"9"	"IMG_0058.JPG"	"4EE8A8"	"august"	"2016"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2016-2-august"	10
"6529"	"15"	"IMG_3074.JPG"	"4EE8A8"	"august"	"2017"	"C21"	"CAL13-1365"	NA	"4EE8A8"	"2017-2-august"	12
"1329"	"2"	"IMG_5136.JPG"	"C96EA4"	"june"	"2013"	"C21"	"CAL13-1366"	NA	"C96EA4"	"2013-1-june"	3
"2742"	"7"	"IMG_8617.jpg"	"C96EA4"	"june"	"2014"	"C21"	"CAL13-1366"	NA	"C96EA4"	"2014-1-june"	5
"3367"	"1"	"IMG_0342.JPG"	"C96EA4"	"august"	"2014"	"C21"	"CAL13-1366"	NA	"C96EA4"	"2014-2-august"	6
"4517"	"6"	"IMG_7277.JPG"	"C96EA4"	"august"	"2015"	"C21"	"CAL13-1366"	NA	"C96EA4"	"2015-2-august"	8
"6066"	"4"	"IMG_2211.JPG"	"C96EA4"	"june"	"2017"	"C21"	"CAL13-1366"	NA	"C96EA4"	"2017-1-june"	11
"1330"	"3"	"IMG_5139.JPG"	"C988DF"	"june"	"2013"	"C21"	"CAL13-1367"	NA	"C988DF"	"2013-1-june"	3
"2082"	"20"	"IMG_7096.JPG"	"C988DF"	"august"	"2013"	"C21"	"CAL13-1367"	NA	"C988DF"	"2013-2-august"	4
"2754"	"19"	"IMG_9382.jpg"	"C988DF"	"june"	"2014"	"C21"	"CAL13-1367"	NA	"C988DF"	"2014-1-june"	5
"3370"	"4"	"IMG_0345.JPG"	"C988DF"	"august"	"2014"	"C21"	"CAL13-1367"	NA	"C988DF"	"2014-2-august"	6
"3963"	"15"	"IMG_5702.JPG"	"C988DF"	"june"	"2015"	"C21"	"CAL13-1367"	NA	"C988DF"	"2015-1-june"	7
"4530"	"19"	"IMG_7290.JPG"	"C988DF"	"august"	"2015"	"C21"	"CAL13-1367"	NA	"C988DF"	"2015-2-august"	8
"5114"	"5"	"IMG_5569.jpg"	"C988DF"	"june"	"2016"	"C21"	"CAL13-1367"	NA	"C988DF"	"2016-1-june"	9
"6080"	"18"	"IMG_2237.JPG"	"C988DF"	"june"	"2017"	"C21"	"CAL13-1367"	NA	"C988DF"	"2017-1-june"	11
"1331"	"4"	"IMG_5140.JPG"	"6D938A"	"june"	"2013"	"C21"	"CAL13-1368"	NA	"6D938A"	"2013-1-june"	3
"2081"	"19"	"IMG_7095.JPG"	"6D938A"	"august"	"2013"	"C21"	"CAL13-1368"	NA	"6D938A"	"2013-2-august"	4
"2744"	"9"	"IMG_8619.jpg"	"6D938A"	"june"	"2014"	"C21"	"CAL13-1368"	NA	"6D938A"	"2014-1-june"	5
"1335"	"8"	"IMG_5144.JPG"	"4EE7B1"	"june"	"2013"	"C21"	"CAL13-1371"	NA	"4EE7B1"	"2013-1-june"	3
"1336"	"9"	"IMG_5499.JPG"	"C96893"	"june"	"2013"	"C21"	"CAL13-1533"	NA	"C96893"	"2013-1-june"	3
"1344"	"17"	"IMG_5508.JPG"	"C96A80"	"june"	"2013"	"C21"	"CAL13-1534"	NA	"C96A80"	"2013-1-june"	3
"1346"	"19"	"IMG_5510.JPG"	"C97573"	"june"	"2013"	"C21"	"CAL13-1535"	NA	"C97573"	"2013-1-june"	3
"2084"	"22"	"IMG_7098.JPG"	"C97573"	"august"	"2013"	"C21"	"CAL13-1535"	NA	"C97573"	"2013-2-august"	4
"2064"	"2"	"IMG_6183.JPG"	"4EEE66"	"august"	"2013"	"C21"	"CAL13-1736"	NA	"4EEE66"	"2013-2-august"	4
"3368"	"2"	"IMG_0343.JPG"	"4EEE66"	"august"	"2014"	"C21"	"CAL13-1736"	NA	"4EEE66"	"2014-2-august"	6
"2065"	"3"	"IMG_6184.JPG"	"4EEDB5"	"august"	"2013"	"C21"	"CAL13-1737"	NA	"4EEDB5"	"2013-2-august"	4
"2067"	"5"	"IMG_6187.JPG"	"4EE613"	"august"	"2013"	"C21"	"CAL13-1738"	NA	"4EE613"	"2013-2-august"	4
"2750"	"15"	"IMG_9378.jpg"	"4EE613"	"june"	"2014"	"C21"	"CAL13-1738"	NA	"4EE613"	"2014-1-june"	5
"6086"	"24"	"IMG_2540.JPG"	"4EE613"	"june"	"2017"	"C21"	"CAL13-1738"	NA	"4EE613"	"2017-1-june"	11
"6517"	"3"	"IMG_3058.JPG"	"4EE613"	"august"	"2017"	"C21"	"CAL13-1738"	NA	"4EE613"	"2017-2-august"	12
"2070"	"8"	"IMG_6190.JPG"	"4EE8CB"	"august"	"2013"	"C21"	"CAL13-1739"	NA	"4EE8CB"	"2013-2-august"	4
"3953"	"5"	"IMG_4820.JPG"	"4EE8CB"	"june"	"2015"	"C21"	"CAL13-1739"	NA	"4EE8CB"	"2015-1-june"	7
"4520"	"9"	"IMG_7280.JPG"	"4EE8CB"	"august"	"2015"	"C21"	"CAL13-1739"	NA	"4EE8CB"	"2015-2-august"	8
"2074"	"12"	"IMG_6194.JPG"	"4EE68C"	"august"	"2013"	"C21"	"CAL13-1740"	NA	"4EE68C"	"2013-2-august"	4
"2075"	"13"	"IMG_6195.JPG"	"4EE7EE"	"august"	"2013"	"C21"	"CAL13-1741"	NA	"4EE7EE"	"2013-2-august"	4
"2761"	"26"	"IMG_9394.jpg"	"4EE7EE"	"june"	"2014"	"C21"	"CAL13-1741"	NA	"4EE7EE"	"2014-1-june"	5
"2076"	"14"	"IMG_6196.JPG"	"4ED0C9"	"august"	"2013"	"C21"	"CAL13-1742"	NA	"4ED0C9"	"2013-2-august"	4
"2758"	"23"	"IMG_9387.jpg"	"4ED0C9"	"june"	"2014"	"C21"	"CAL13-1742"	NA	"4ED0C9"	"2014-1-june"	5
"6087"	"25"	"IMG_2542.JPG"	"4ED0C9"	"june"	"2017"	"C21"	"CAL13-1742"	NA	"4ED0C9"	"2017-1-june"	11
"2077"	"15"	"IMG_6198.JPG"	"4EDAF0"	"august"	"2013"	"C21"	"CAL13-1743"	NA	"4EDAF0"	"2013-2-august"	4
"2078"	"16"	"IMG_6199.JPG"	"6D972E"	"august"	"2013"	"C21"	"CAL13-1744"	NA	"6D972E"	"2013-2-august"	4
"2760"	"25"	"IMG_9389.jpg"	"6D972E"	"june"	"2014"	"C21"	"CAL13-1744"	NA	"6D972E"	"2014-1-june"	5
"3962"	"14"	"IMG_5701.JPG"	"6D972E"	"june"	"2015"	"C21"	"CAL13-1744"	NA	"6D972E"	"2015-1-june"	7
"2083"	"21"	"IMG_7097.JPG"	"182EF0"	"august"	"2013"	"C21"	"CAL13-1914"	NA	"182EF0"	"2013-2-august"	4
"2739"	"4"	"IMG_8613.jpg"	"182EF0"	"june"	"2014"	"C21"	"CAL13-1914"	NA	"182EF0"	"2014-1-june"	5
"3965"	"17"	"IMG_5704.JPG"	"182EF0"	"june"	"2015"	"C21"	"CAL13-1914"	NA	"182EF0"	"2015-1-june"	7
"4524"	"13"	"IMG_7284.JPG"	"182EF0"	"august"	"2015"	"C21"	"CAL13-1914"	NA	"182EF0"	"2015-2-august"	8
"2085"	"23"	"IMG_7099.JPG"	"187111"	"august"	"2013"	"C21"	"CAL13-1915"	NA	"187111"	"2013-2-august"	4
"2086"	"24"	"IMG_7100.JPG"	"187ECB"	"august"	"2013"	"C21"	"CAL13-1916"	NA	"187ECB"	"2013-2-august"	4
"2087"	"25"	"IMG_7101.JPG"	"1869D6"	"august"	"2013"	"C21"	"CAL13-1917"	NA	"1869D6"	"2013-2-august"	4
"2738"	"3"	"IMG_8612.jpg"	"053412"	"june"	"2014"	"C21"	"CAL14-2042"	NA	"053412"	"2014-1-june"	5
"3956"	"8"	"IMG_4823.JPG"	"053412"	"june"	"2015"	"C21"	"CAL14-2042"	NA	"053412"	"2015-1-june"	7
"2741"	"6"	"IMG_8615.jpg"	"053372"	"june"	"2014"	"C21"	"CAL14-2043"	NA	"053372"	"2014-1-june"	5
"6074"	"12"	"IMG_2224.JPG"	"053372"	"june"	"2017"	"C21"	"CAL14-2043"	NA	"053372"	"2017-1-june"	11
"2743"	"8"	"IMG_8618.jpg"	"053605"	"june"	"2014"	"C21"	"CAL14-2044"	NA	"053605"	"2014-1-june"	5
"3374"	"8"	"IMG_0350.JPG"	"053605"	"august"	"2014"	"C21"	"CAL14-2044"	NA	"053605"	"2014-2-august"	6
"3952"	"4"	"IMG_4819.JPG"	"053605"	"june"	"2015"	"C21"	"CAL14-2044"	NA	"053605"	"2015-1-june"	7
"5578"	"1"	"IMG_0048.JPG"	"053605"	"august"	"2016"	"C21"	"CAL14-2044"	NA	"053605"	"2016-2-august"	10
"2749"	"14"	"IMG_9376.jpg"	"052733"	"june"	"2014"	"C21"	"CAL14-2169"	NA	"052733"	"2014-1-june"	5
"6078"	"16"	"IMG_2231.JPG"	"052733"	"june"	"2017"	"C21"	"CAL14-2169"	NA	"052733"	"2017-1-june"	11
"2737"	"2"	"IMG_0354.JPG"	"052711"	"june"	"2014"	"C21"	"CAL14-2170"	NA	"052711"	"2014-1-june"	5
"4527"	"16"	"IMG_7287.JPG"	"052711"	"august"	"2015"	"C21"	"CAL14-2170"	NA	"052711"	"2015-2-august"	8
"2755"	"20"	"IMG_9384.jpg"	"053891"	"june"	"2014"	"C21"	"CAL14-2171"	NA	"053891"	"2014-1-june"	5
"3968"	"20"	"IMG_5707.JPG"	"053891"	"june"	"2015"	"C21"	"CAL14-2171"	NA	"053891"	"2015-1-june"	7
"4533"	"22"	"IMG_7631.JPG"	"053891"	"august"	"2015"	"C21"	"CAL14-2171"	NA	"053891"	"2015-2-august"	8
"5595"	"18"	"IMG_9847.JPG"	"053891"	"august"	"2016"	"C21"	"CAL14-2171"	NA	"053891"	"2016-2-august"	10
"2757"	"22"	"IMG_9386.jpg"	"053873"	"june"	"2014"	"C21"	"CAL14-2173"	NA	"053873"	"2014-1-june"	5
"4514"	"3"	"IMG_7274.JPG"	"053873"	"august"	"2015"	"C21"	"CAL14-2173"	NA	"053873"	"2015-2-august"	8
"5113"	"4"	"IMG_5568.jpg"	"053873"	"june"	"2016"	"C21"	"CAL14-2173"	NA	"053873"	"2016-1-june"	9
"5584"	"7"	"IMG_0054.JPG"	"053873"	"august"	"2016"	"C21"	"CAL14-2173"	NA	"053873"	"2016-2-august"	10
"6071"	"9"	"IMG_2221.JPG"	"053873"	"june"	"2017"	"C21"	"CAL14-2173"	NA	"053873"	"2017-1-june"	11
"6535"	"21"	"IMG_3262.JPG"	"053873"	"august"	"2017"	"C21"	"CAL14-2173"	NA	"053873"	"2017-2-august"	12
"2763"	"28"	"IMG_9396.jpg"	"053178"	"june"	"2014"	"C21"	"CAL14-2174"	NA	"053178"	"2014-1-june"	5
"3371"	"5"	"IMG_0346.JPG"	"053887"	"august"	"2014"	"C21"	"CAL14-2300"	NA	"053887"	"2014-2-august"	6
"4528"	"17"	"IMG_7288.JPG"	"053887"	"august"	"2015"	"C21"	"CAL14-2300"	NA	"053887"	"2015-2-august"	8
"6531"	"17"	"IMG_3076.JPG"	"053887"	"august"	"2017"	"C21"	"CAL14-2300"	NA	"053887"	"2017-2-august"	12
"4518"	"7"	"IMG_7278.JPG"	"655206"	"august"	"2015"	"C21"	"CAL15-2667"	NA	"655206"	"2015-2-august"	8
"4522"	"11"	"IMG_7282.JPG"	"655076"	"august"	"2015"	"C21"	"CAL15-2668"	NA	"655076"	"2015-2-august"	8
"4523"	"12"	"IMG_7283.JPG"	"655060"	"august"	"2015"	"C21"	"CAL15-2669"	NA	"655060"	"2015-2-august"	8
"6063"	"1"	"IMG_2205.JPG"	"655060"	"june"	"2017"	"C21"	"CAL15-2669"	NA	"655060"	"2017-1-june"	11
"4526"	"15"	"IMG_7286.JPG"	"655234"	"august"	"2015"	"C21"	"CAL15-2670"	NA	"655234"	"2015-2-august"	8
"4529"	"18"	"IMG_7289.JPG"	"655107"	"august"	"2015"	"C21"	"CAL15-2671"	NA	"655107"	"2015-2-august"	8
"5596"	"19"	"IMG_9849.JPG"	"655107"	"august"	"2016"	"C21"	"CAL15-2671"	NA	"655107"	"2016-2-august"	10
"6077"	"15"	"IMG_2230.JPG"	"655107"	"june"	"2017"	"C21"	"CAL15-2671"	NA	"655107"	"2017-1-june"	11
"6515"	"1"	"IMG_3055.JPG"	"655107"	"august"	"2017"	"C21"	"CAL15-2671"	NA	"655107"	"2017-2-august"	12
"5115"	"6"	"IMG_5570.jpg"	"655258"	"june"	"2016"	"C21"	"CAL16-2834"	NA	"655258"	"2016-1-june"	9
"5594"	"17"	"IMG_9846.JPG"	"655258"	"august"	"2016"	"C21"	"CAL16-2834"	NA	"655258"	"2016-2-august"	10
"5589"	"12"	"IMG_9839.JPG"	"655368"	"august"	"2016"	"C21"	"CAL16-2985"	NA	"655368"	"2016-2-august"	10
"6082"	"20"	"IMG_2535.JPG"	"655368"	"june"	"2017"	"C21"	"CAL16-2985"	NA	"655368"	"2017-1-june"	11
"5592"	"15"	"IMG_9843.JPG"	"897734"	"august"	"2016"	"C21"	"CAL16-2986"	NA	"897734"	"2016-2-august"	10
"5597"	"20"	"IMG_9850.JPG"	"897901"	"august"	"2016"	"C21"	"CAL16-2987"	NA	"897901"	"2016-2-august"	10
"6069"	"7"	"IMG_2218.JPG"	"897901"	"june"	"2017"	"C21"	"CAL16-2987"	NA	"897901"	"2017-1-june"	11
"5580"	"3"	"IMG_0050.JPG"	"655366"	"august"	"2016"	"C21"	"CAL16-3023"	NA	"655366"	"2016-2-august"	10
"5583"	"6"	"IMG_0053.JPG"	"655463"	"august"	"2016"	"C21"	"CAL16-3024"	NA	"655463"	"2016-2-august"	10
"6067"	"5"	"IMG_2213.JPG"	"897898"	"june"	"2017"	"C21"	"CAL17-3125"	NA	"897898"	"2017-1-june"	11
"6520"	"6"	"IMG_3061.JPG"	"897898"	"august"	"2017"	"C21"	"CAL17-3125"	NA	"897898"	"2017-2-august"	12
"6068"	"6"	"IMG_2214.JPG"	"897985"	"june"	"2017"	"C21"	"CAL17-3126"	NA	"897985"	"2017-1-june"	11
"6070"	"8"	"IMG_2219.JPG"	"897891"	"june"	"2017"	"C21"	"CAL17-3127"	NA	"897891"	"2017-1-june"	11
"6516"	"2"	"IMG_3057.JPG"	"897891"	"august"	"2017"	"C21"	"CAL17-3127"	NA	"897891"	"2017-2-august"	12
"6073"	"11"	"IMG_2223.JPG"	"897849"	"june"	"2017"	"C21"	"CAL17-3128"	NA	"897849"	"2017-1-june"	11
"6075"	"13"	"IMG_2227.JPG"	"897763"	"june"	"2017"	"C21"	"CAL17-3129"	NA	"897763"	"2017-1-june"	11
"6079"	"17"	"IMG_2232.JPG"	"897806"	"june"	"2017"	"C21"	"CAL17-3130"	NA	"897806"	"2017-1-june"	11
"6521"	"7"	"IMG_3062.JPG"	"897806"	"august"	"2017"	"C21"	"CAL17-3130"	NA	"897806"	"2017-2-august"	12
"6084"	"22"	"IMG_2538.JPG"	"897937"	"june"	"2017"	"C21"	"CAL17-3168"	NA	"897937"	"2017-1-june"	11
"6519"	"5"	"IMG_3060.JPG"	"981938"	"august"	"2017"	"C21"	"CAL17-3262"	NA	"981938"	"2017-2-august"	12
"6522"	"8"	"IMG_3063.JPG"	"123817"	"august"	"2017"	"C21"	"CAL17-3263"	NA	"123817"	"2017-2-august"	12
"6523"	"9"	"IMG_3065.JPG"	"123899"	"august"	"2017"	"C21"	"CAL17-3264"	NA	"123899"	"2017-2-august"	12
"6524"	"10"	"IMG_3068.JPG"	"123897"	"august"	"2017"	"C21"	"CAL17-3265"	NA	"123897"	"2017-2-august"	12
"6525"	"11"	"IMG_3070.JPG"	"123835"	"august"	"2017"	"C21"	"CAL17-3266"	NA	"123835"	"2017-2-august"	12
"6526"	"12"	"IMG_3071.JPG"	"123895"	"august"	"2017"	"C21"	"CAL17-3267"	NA	"123895"	"2017-2-august"	12
"6527"	"13"	"IMG_3072.JPG"	"123845"	"august"	"2017"	"C21"	"CAL17-3268"	NA	"123845"	"2017-2-august"	12
"6532"	"18"	"IMG_3077.JPG"	"981965"	"august"	"2017"	"C21"	"CAL17-3269"	NA	"981965"	"2017-2-august"	12
"6533"	"19"	"IMG_3078.JPG"	"123811"	"august"	"2017"	"C21"	"CAL17-3270"	NA	"123811"	"2017-2-august"	12
"6534"	"20"	"IMG_3079.JPG"	"123821"	"august"	"2017"	"C21"	"CAL17-3271"	NA	"123821"	"2017-2-august"	12
"6536"	"22"	"IMG_3264.JPG"	"123987"	"august"	"2017"	"C21"	"CAL17-3347"	NA	"123987"	"2017-2-august"	12
"6537"	"23"	"IMG_3265.JPG"	"123852"	"august"	"2017"	"C21"	"CAL17-3348"	NA	"123852"	"2017-2-august"	12
"761"	"1"	"IMG_1335.JPG"	"C961F7"	"august"	"2012"	"C22"	"CAL12-0924"	NA	"C961F7"	"2012-2-august"	2
"2772"	"9"	"IMG_8635.jpg"	"C961F7"	"june"	"2014"	"C22"	"CAL12-0924"	NA	"C961F7"	"2014-1-june"	5
"3386"	"11"	"IMG_0365.JPG"	"C961F7"	"august"	"2014"	"C22"	"CAL12-0924"	NA	"C961F7"	"2014-2-august"	6
"762"	"2"	"IMG_1336.JPG"	"4EE3A3"	"august"	"2012"	"C22"	"CAL12-0925"	NA	"4EE3A3"	"2012-2-august"	2
"2122"	"35"	"IMG_7091.JPG"	"4EE3A3"	"august"	"2013"	"C22"	"CAL12-0925"	NA	"4EE3A3"	"2013-2-august"	4
"763"	"3"	"IMG_1337.JPG"	"C96D67"	"august"	"2012"	"C22"	"CAL12-0926"	NA	"C96D67"	"2012-2-august"	2
"764"	"4"	"IMG_1338.JPG"	"4EE6C3"	"august"	"2012"	"C22"	"CAL12-0927"	NA	"4EE6C3"	"2012-2-august"	2
"765"	"5"	"IMG_1339.JPG"	"C978B6"	"august"	"2012"	"C22"	"CAL12-0928"	NA	"C978B6"	"2012-2-august"	2
"2113"	"26"	"IMG_7082.JPG"	"C978B6"	"august"	"2013"	"C22"	"CAL12-0928"	NA	"C978B6"	"2013-2-august"	4
"3981"	"11"	"IMG_5710.JPG"	"C978B6"	"june"	"2015"	"C22"	"CAL12-0928"	NA	"C978B6"	"2015-1-june"	7
"5131"	"11"	"IMG_9384.JPG"	"C978B6"	"june"	"2016"	"C22"	"CAL12-0928"	NA	"C978B6"	"2016-1-june"	9
"766"	"6"	"IMG_1340.JPG"	"6D8C07"	"august"	"2012"	"C22"	"CAL12-0929"	NA	"6D8C07"	"2012-2-august"	2
"2105"	"18"	"IMG_6221.JPG"	"6D8C07"	"august"	"2013"	"C22"	"CAL12-0929"	NA	"6D8C07"	"2013-2-august"	4
"767"	"7"	"IMG_1341.JPG"	"4EE356"	"august"	"2012"	"C22"	"CAL12-0930"	NA	"4EE356"	"2012-2-august"	2
"1364"	"18"	"IMG_5516.JPG"	"4EE356"	"june"	"2013"	"C22"	"CAL12-0930"	NA	"4EE356"	"2013-1-june"	3
"2117"	"30"	"IMG_7086.JPG"	"4EE356"	"august"	"2013"	"C22"	"CAL12-0930"	NA	"4EE356"	"2013-2-august"	4
"768"	"8"	"IMG_1342.JPG"	"4EDF83"	"august"	"2012"	"C22"	"CAL12-0931"	NA	"4EDF83"	"2012-2-august"	2
"2110"	"23"	"IMG_7078.JPG"	"4EDF83"	"august"	"2013"	"C22"	"CAL12-0931"	NA	"4EDF83"	"2013-2-august"	4
"769"	"9"	"IMG_1343.JPG"	"C96732"	"august"	"2012"	"C22"	"CAL12-0932"	NA	"C96732"	"2012-2-august"	2
"770"	"10"	"IMG_1344.JPG"	"4EE341"	"august"	"2012"	"C22"	"CAL12-0933"	NA	"4EE341"	"2012-2-august"	2
"771"	"11"	"IMG_1345.JPG"	"C97D99"	"august"	"2012"	"C22"	"CAL12-0934"	NA	"C97D99"	"2012-2-august"	2
"773"	"13"	"IMG_1347.JPG"	"4EE4B2"	"august"	"2012"	"C22"	"CAL12-0936"	NA	"4EE4B2"	"2012-2-august"	2
"1367"	"21"	"IMG_5519.JPG"	"4EE4B2"	"june"	"2013"	"C22"	"CAL12-0936"	NA	"4EE4B2"	"2013-1-june"	3
"2118"	"31"	"IMG_7087.JPG"	"4EE4B2"	"august"	"2013"	"C22"	"CAL12-0936"	NA	"4EE4B2"	"2013-2-august"	4
"774"	"14"	"IMG_1348.JPG"	"6D9BBB"	"august"	"2012"	"C22"	"CAL12-0937"	NA	"6D9BBB"	"2012-2-august"	2
"775"	"15"	"IMG_1349.JPG"	"4EEADC"	"august"	"2012"	"C22"	"CAL12-0938"	NA	"4EEADC"	"2012-2-august"	2
"776"	"16"	"IMG_1350.JPG"	"C98D6C"	"august"	"2012"	"C22"	"CAL12-0939"	NA	"C98D6C"	"2012-2-august"	2
"777"	"17"	"IMG_1351.JPG"	"4ED9A9"	"august"	"2012"	"C22"	"CAL12-0940"	NA	"4ED9A9"	"2012-2-august"	2
"778"	"18"	"IMG_1352.JPG"	"4ED2A9"	"august"	"2012"	"C22"	"CAL12-0941"	NA	"4ED2A9"	"2012-2-august"	2
"779"	"19"	"IMG_1353.JPG"	"C961EA"	"august"	"2012"	"C22"	"CAL12-0942"	NA	"C961EA"	"2012-2-august"	2
"780"	"20"	"IMG_1354.JPG"	"C961F0"	"august"	"2012"	"C22"	"CAL12-0943"	NA	"C961F0"	"2012-2-august"	2
"2101"	"14"	"IMG_6216.JPG"	"C961F0"	"august"	"2013"	"C22"	"CAL12-0943"	NA	"C961F0"	"2013-2-august"	4
"781"	"21"	"IMG_1355.JPG"	"4EDE70"	"august"	"2012"	"C22"	"CAL12-0944"	NA	"4EDE70"	"2012-2-august"	2
"2109"	"22"	"IMG_7077.JPG"	"4EDE70"	"august"	"2013"	"C22"	"CAL12-0944"	NA	"4EDE70"	"2013-2-august"	4
"2776"	"13"	"IMG_9398.jpg"	"4EDE70"	"june"	"2014"	"C22"	"CAL12-0944"	NA	"4EDE70"	"2014-1-june"	5
"786"	"26"	"IMG_1620.JPG"	"6DA8C8"	"august"	"2012"	"C22"	"CAL12-1192"	NA	"6DA8C8"	"2012-2-august"	2
"787"	"27"	"IMG_1621.JPG"	"C9900D"	"august"	"2012"	"C22"	"CAL12-1193"	NA	"C9900D"	"2012-2-august"	2
"788"	"28"	"IMG_1622.JPG"	"C97A39"	"august"	"2012"	"C22"	"CAL12-1194"	NA	"C97A39"	"2012-2-august"	2
"789"	"29"	"IMG_1623.JPG"	"4EE0C2"	"august"	"2012"	"C22"	"CAL12-1195"	NA	"4EE0C2"	"2012-2-august"	2
"790"	"30"	"IMG_1624.JPG"	"4EFA5B"	"august"	"2012"	"C22"	"CAL12-1196"	NA	"4EFA5B"	"2012-2-august"	2
"1366"	"20"	"IMG_5518.JPG"	"4EFA5B"	"june"	"2013"	"C22"	"CAL12-1196"	NA	"4EFA5B"	"2013-1-june"	3
"791"	"31"	"IMG_1625.JPG"	"C989D7"	"august"	"2012"	"C22"	"CAL12-1197"	NA	"C989D7"	"2012-2-august"	2
"792"	"32"	"IMG_1626.JPG"	"4EDE2F"	"august"	"2012"	"C22"	"CAL12-1198"	NA	"4EDE2F"	"2012-2-august"	2
"2778"	"15"	"IMG_9400.jpg"	"4EDE2F"	"june"	"2014"	"C22"	"CAL12-1198"	NA	"4EDE2F"	"2014-1-june"	5
"3385"	"10"	"IMG_0364.JPG"	"4EDE2F"	"august"	"2014"	"C22"	"CAL12-1198"	NA	"4EDE2F"	"2014-2-august"	6
"3972"	"2"	"IMG_4826.JPG"	"4EDE2F"	"june"	"2015"	"C22"	"CAL12-1198"	NA	"4EDE2F"	"2015-1-june"	7
"793"	"33"	"IMG_1627.JPG"	"C9850D"	"august"	"2012"	"C22"	"CAL12-1199"	NA	"C9850D"	"2012-2-august"	2
"2104"	"17"	"IMG_6220.JPG"	"C9850D"	"august"	"2013"	"C22"	"CAL12-1199"	NA	"C9850D"	"2013-2-august"	4
"3979"	"9"	"IMG_4833.JPG"	"C9850D"	"june"	"2015"	"C22"	"CAL12-1199"	NA	"C9850D"	"2015-1-june"	7
"794"	"34"	"IMG_1628.JPG"	"C9827C"	"august"	"2012"	"C22"	"CAL12-1200"	NA	"C9827C"	"2012-2-august"	2
"1360"	"14"	"IMG_5512.JPG"	"4EDF38"	"june"	"2013"	"C22"	"CAL13-1255"	NA	"4EDF38"	"2013-1-june"	3
"2516"	"4"	"IMG_8477.jpg"	"4EDF38"	"june"	"2014"	"C7"	"CAL13-1255"	NA	"4EDF38"	"2014-1-june"	5
"3766"	"22"	"IMG_4733.JPG"	"4EDF38"	"june"	"2015"	"C7"	"CAL13-1255"	NA	"4EDF38"	"2015-1-june"	7
"4335"	"36"	"IMG_7626.JPG"	"4EDF38"	"august"	"2015"	"C7"	"CAL13-1255"	NA	"4EDF38"	"2015-2-august"	8
"4961"	"23"	"IMG_5486.jpg"	"4EDF38"	"june"	"2016"	"C7"	"CAL13-1255"	NA	"4EDF38"	"2016-1-june"	9
