"number"	"filename"	"ID"	"season"	"year"	"cave"	"label"	"nonatec"	"tag"	"date"	"codedate"
"3427"	"8"	"IMG_0097.JPG"	"053934"	"august"	"2014"	"C25"	"CAL14-2242"	NA	"053934"	"2014-2-august"	6
"4070"	"27"	"IMG_4606.JPG"	"053934"	"june"	"2015"	"C25"	"CAL14-2242"	NA	"053934"	"2015-1-june"	7
"4758"	"152"	"IMG_7574.JPG"	"053934"	"august"	"2015"	"C25"	"CAL14-2242"	NA	"053934"	"2015-2-august"	8
"5215"	"47"	"IMG_5553.jpg"	"053934"	"june"	"2016"	"C25"	"CAL14-2242"	NA	"053934"	"2016-1-june"	9
"5771"	"117"	"IMG_9745.JPG"	"053934"	"august"	"2016"	"C25"	"CAL14-2242"	NA	"053934"	"2016-2-august"	10
"6133"	"6"	"IMG_2057.JPG"	"053934"	"june"	"2017"	"C25"	"CAL14-2242"	NA	"053934"	"2017-1-june"	11
"3431"	"12"	"IMG_0101.JPG"	"053867"	"august"	"2014"	"C25"	"CAL14-2244"	NA	"053867"	"2014-2-august"	6
"3433"	"14"	"IMG_0103.JPG"	"053914"	"august"	"2014"	"C25"	"CAL14-2245"	NA	"053914"	"2014-2-august"	6
"4077"	"34"	"IMG_4617.JPG"	"053914"	"june"	"2015"	"C25"	"CAL14-2245"	NA	"053914"	"2015-1-june"	7
"5803"	"149"	"IMG_9784.JPG"	"053914"	"august"	"2016"	"C25"	"CAL14-2245"	NA	"053914"	"2016-2-august"	10
"3436"	"17"	"IMG_0106.JPG"	"053884"	"august"	"2014"	"C25"	"CAL14-2247"	NA	"053884"	"2014-2-august"	6
"4132"	"89"	"IMG_5498.JPG"	"053884"	"june"	"2015"	"C25"	"CAL14-2247"	NA	"053884"	"2015-1-june"	7
"5674"	"20"	"IMG_0157.JPG"	"053884"	"august"	"2016"	"C25"	"CAL14-2247"	NA	"053884"	"2016-2-august"	10
"3440"	"21"	"IMG_0110.JPG"	"053871"	"august"	"2014"	"C25"	"CAL14-2249"	NA	"053871"	"2014-2-august"	6
"4787"	"181"	"IMG_7604.JPG"	"053871"	"august"	"2015"	"C25"	"CAL14-2249"	NA	"053871"	"2015-2-august"	8
"5696"	"42"	"IMG_0190.JPG"	"053871"	"august"	"2016"	"C25"	"CAL14-2249"	NA	"053871"	"2016-2-august"	10
"3442"	"23"	"IMG_0112.JPG"	"053896"	"august"	"2014"	"C25"	"CAL14-2250"	NA	"053896"	"2014-2-august"	6
"4704"	"98"	"IMG_7110.JPG"	"053896"	"august"	"2015"	"C25"	"CAL14-2250"	NA	"053896"	"2015-2-august"	8
"5227"	"59"	"IMG_9218.JPG"	"053896"	"june"	"2016"	"C25"	"CAL14-2250"	NA	"053896"	"2016-1-june"	9
"3447"	"28"	"IMG_0117.JPG"	"053937"	"august"	"2014"	"C25"	"CAL14-2251"	NA	"053937"	"2014-2-august"	6
"3448"	"29"	"IMG_0118.JPG"	"053928"	"august"	"2014"	"C25"	"CAL14-2252"	NA	"053928"	"2014-2-august"	6
"3453"	"34"	"IMG_0124.JPG"	"053902"	"august"	"2014"	"C25"	"CAL14-2256"	NA	"053902"	"2014-2-august"	6
"5213"	"45"	"IMG_5551.jpg"	"053902"	"june"	"2016"	"C25"	"CAL14-2256"	NA	"053902"	"2016-1-june"	9
"5799"	"145"	"IMG_9778.JPG"	"053902"	"august"	"2016"	"C25"	"CAL14-2256"	NA	"053902"	"2016-2-august"	10
"6666"	"87"	"IMG_3019.JPG"	"053902"	"august"	"2017"	"C25"	"CAL14-2256"	NA	"053902"	"2017-2-august"	12
"3454"	"35"	"IMG_0125.JPG"	"053515"	"august"	"2014"	"C25"	"CAL14-2257"	NA	"053515"	"2014-2-august"	6
"3457"	"38"	"IMG_0128.JPG"	"053942"	"august"	"2014"	"C25"	"CAL14-2258"	NA	"053942"	"2014-2-august"	6
"3463"	"44"	"IMG_0135.JPG"	"053916"	"august"	"2014"	"C25"	"CAL14-2259"	NA	"053916"	"2014-2-august"	6
"4044"	"1"	"IMG_4573.JPG"	"053916"	"june"	"2015"	"C25"	"CAL14-2259"	NA	"053916"	"2015-1-june"	7
"3469"	"50"	"IMG_0141.JPG"	"053868"	"august"	"2014"	"C25"	"CAL14-2262"	NA	"053868"	"2014-2-august"	6
"4715"	"109"	"IMG_7121.JPG"	"053868"	"august"	"2015"	"C25"	"CAL14-2262"	NA	"053868"	"2015-2-august"	8
"3473"	"54"	"IMG_0145.JPG"	"053549"	"august"	"2014"	"C25"	"CAL14-2263"	NA	"053549"	"2014-2-august"	6
"3476"	"57"	"IMG_0148.JPG"	"053862"	"august"	"2014"	"C25"	"CAL14-2265"	NA	"053862"	"2014-2-august"	6
"3484"	"65"	"IMG_0156.JPG"	"053941"	"august"	"2014"	"C25"	"CAL14-2267"	NA	"053941"	"2014-2-august"	6
"6664"	"85"	"IMG_3017.JPG"	"053941"	"august"	"2017"	"C25"	"CAL14-2267"	NA	"053941"	"2017-2-august"	12
"3486"	"67"	"IMG_0158.JPG"	"053909"	"august"	"2014"	"C25"	"CAL14-2268"	NA	"053909"	"2014-2-august"	6
"5245"	"77"	"IMG_9238.JPG"	"053909"	"june"	"2016"	"C25"	"CAL14-2268"	NA	"053909"	"2016-1-june"	9
"5809"	"155"	"IMG_9792.JPG"	"053909"	"august"	"2016"	"C25"	"CAL14-2268"	NA	"053909"	"2016-2-august"	10
"6188"	"61"	"IMG_2432.JPG"	"053909"	"june"	"2017"	"C25"	"CAL14-2268"	NA	"053909"	"2017-1-june"	11
"3490"	"71"	"IMG_0162.JPG"	"053926"	"august"	"2014"	"C25"	"CAL14-2270"	NA	"053926"	"2014-2-august"	6
"4658"	"52"	"IMG_7063.JPG"	"053926"	"august"	"2015"	"C25"	"CAL14-2270"	NA	"053926"	"2015-2-august"	8
"5302"	"134"	"IMG_9299.JPG"	"053926"	"june"	"2016"	"C25"	"CAL14-2270"	NA	"053926"	"2016-1-june"	9
"3512"	"93"	"IMG_0184.JPG"	"053918"	"august"	"2014"	"C25"	"CAL14-2281"	NA	"053918"	"2014-2-august"	6
"3519"	"100"	"IMG_0192.JPG"	"053927"	"august"	"2014"	"C25"	"CAL14-2282"	NA	"053927"	"2014-2-august"	6
"3523"	"104"	"IMG_0196.JPG"	"053923"	"august"	"2014"	"C25"	"CAL14-2283"	NA	"053923"	"2014-2-august"	6
"3524"	"105"	"IMG_0197.JPG"	"053939"	"august"	"2014"	"C25"	"CAL14-2284"	NA	"053939"	"2014-2-august"	6
"4119"	"76"	"IMG_4692.JPG"	"053939"	"june"	"2015"	"C25"	"CAL14-2284"	NA	"053939"	"2015-1-june"	7
"3531"	"112"	"IMG_0550.JPG"	"053888"	"august"	"2014"	"C25"	"CAL14-2332"	NA	"053888"	"2014-2-august"	6
"5303"	"135"	"IMG_9300.JPG"	"053888"	"june"	"2016"	"C25"	"CAL14-2332"	NA	"053888"	"2016-1-june"	9
"3534"	"115"	"IMG_0553.JPG"	"053944"	"august"	"2014"	"C25"	"CAL14-2333"	NA	"053944"	"2014-2-august"	6
"3537"	"118"	"IMG_0556.JPG"	"053931"	"august"	"2014"	"C25"	"CAL14-2334"	NA	"053931"	"2014-2-august"	6
"3539"	"120"	"IMG_0559.JPG"	"053885"	"august"	"2014"	"C25"	"CAL14-2335"	NA	"053885"	"2014-2-august"	6
"3541"	"122"	"IMG_0563.JPG"	"053922"	"august"	"2014"	"C25"	"CAL14-2336"	NA	"053922"	"2014-2-august"	6
"3548"	"129"	"IMG_0572.JPG"	"053948"	"august"	"2014"	"C25"	"CAL14-2337"	NA	"053948"	"2014-2-august"	6
"4627"	"21"	"IMG_7032.JPG"	"053948"	"august"	"2015"	"C25"	"CAL14-2337"	NA	"053948"	"2015-2-august"	8
"6211"	"84"	"IMG_2463.JPG"	"053948"	"june"	"2017"	"C25"	"CAL14-2337"	NA	"053948"	"2017-1-june"	11
"3549"	"130"	"IMG_0573.JPG"	"053932"	"august"	"2014"	"C25"	"CAL14-2338"	NA	"053932"	"2014-2-august"	6
"3558"	"139"	"IMG_0582.JPG"	"053907"	"august"	"2014"	"C25"	"CAL14-2339"	NA	"053907"	"2014-2-august"	6
"4708"	"102"	"IMG_7114.JPG"	"053907"	"august"	"2015"	"C25"	"CAL14-2339"	NA	"053907"	"2015-2-august"	8
"5293"	"125"	"IMG_9290.JPG"	"053907"	"june"	"2016"	"C25"	"CAL14-2339"	NA	"053907"	"2016-1-june"	9
"3569"	"150"	"IMG_0594.JPG"	"053959"	"august"	"2014"	"C25"	"CAL14-2340"	NA	"053959"	"2014-2-august"	6
"5781"	"127"	"IMG_9757.JPG"	"053959"	"august"	"2016"	"C25"	"CAL14-2340"	NA	"053959"	"2016-2-august"	10
"3571"	"152"	"IMG_0596.JPG"	"053945"	"august"	"2014"	"C25"	"CAL14-2341"	NA	"053945"	"2014-2-august"	6
"4656"	"50"	"IMG_7061.JPG"	"053945"	"august"	"2015"	"C25"	"CAL14-2341"	NA	"053945"	"2015-2-august"	8
"3578"	"159"	"IMG_0604.JPG"	"053925"	"august"	"2014"	"C25"	"CAL14-2342"	NA	"053925"	"2014-2-august"	6
"3584"	"165"	"IMG_0610.JPG"	"053863"	"august"	"2014"	"C25"	"CAL14-2343"	NA	"053863"	"2014-2-august"	6
"5268"	"100"	"IMG_9262.JPG"	"053863"	"june"	"2016"	"C25"	"CAL14-2343"	NA	"053863"	"2016-1-june"	9
"5705"	"51"	"IMG_0202.JPG"	"053863"	"august"	"2016"	"C25"	"CAL14-2343"	NA	"053863"	"2016-2-august"	10
"6147"	"20"	"IMG_2076.JPG"	"053863"	"june"	"2017"	"C25"	"CAL14-2343"	NA	"053863"	"2017-1-june"	11
"3586"	"167"	"IMG_0612.JPG"	"053908"	"august"	"2014"	"C25"	"CAL14-2344"	NA	"053908"	"2014-2-august"	6
"5169"	"1"	"IMG_5505.jpg"	"053908"	"june"	"2016"	"C25"	"CAL14-2344"	NA	"053908"	"2016-1-june"	9
"5780"	"126"	"IMG_9756.JPG"	"053908"	"august"	"2016"	"C25"	"CAL14-2344"	NA	"053908"	"2016-2-august"	10
"6222"	"95"	"IMG_2476.JPG"	"053908"	"june"	"2017"	"C25"	"CAL14-2344"	NA	"053908"	"2017-1-june"	11
"4607"	"1"	"IMG_7012.JPG"	"655028"	"august"	"2015"	"C25"	"CAL15-2573"	NA	"655028"	"2015-2-august"	8
"4611"	"5"	"IMG_7016.JPG"	"655037"	"august"	"2015"	"C25"	"CAL15-2574"	NA	"655037"	"2015-2-august"	8
"5749"	"95"	"IMG_9712.JPG"	"655037"	"august"	"2016"	"C25"	"CAL15-2574"	NA	"655037"	"2016-2-august"	10
"4614"	"8"	"IMG_7019.JPG"	"655236"	"august"	"2015"	"C25"	"CAL15-2575"	NA	"655236"	"2015-2-august"	8
"5722"	"68"	"IMG_0233.JPG"	"655236"	"august"	"2016"	"C25"	"CAL15-2575"	NA	"655236"	"2016-2-august"	10
"6230"	"103"	"IMG_2485.JPG"	"655236"	"june"	"2017"	"C25"	"CAL15-2575"	NA	"655236"	"2017-1-june"	11
"4618"	"12"	"IMG_7023.JPG"	"655106"	"august"	"2015"	"C25"	"CAL15-2577"	NA	"655106"	"2015-2-august"	8
"5230"	"62"	"IMG_9223.JPG"	"655106"	"june"	"2016"	"C25"	"CAL15-2577"	NA	"655106"	"2016-1-june"	9
"4620"	"14"	"IMG_7025.JPG"	"655032"	"august"	"2015"	"C25"	"CAL15-2579"	NA	"655032"	"2015-2-august"	8
"4621"	"15"	"IMG_7026.JPG"	"655113"	"august"	"2015"	"C25"	"CAL15-2580"	NA	"655113"	"2015-2-august"	8
"5797"	"143"	"IMG_9776.JPG"	"655113"	"august"	"2016"	"C25"	"CAL15-2580"	NA	"655113"	"2016-2-august"	10
"4622"	"16"	"IMG_7027.JPG"	"655034"	"august"	"2015"	"C25"	"CAL15-2581"	NA	"655034"	"2015-2-august"	8
"4633"	"27"	"IMG_7038.JPG"	"655036"	"august"	"2015"	"C25"	"CAL15-2585"	NA	"655036"	"2015-2-august"	8
"5234"	"66"	"IMG_9227.JPG"	"655036"	"june"	"2016"	"C25"	"CAL15-2585"	NA	"655036"	"2016-1-june"	9
"5669"	"15"	"IMG_0151.JPG"	"655036"	"august"	"2016"	"C25"	"CAL15-2585"	NA	"655036"	"2016-2-august"	10
"4634"	"28"	"IMG_7039.JPG"	"655164"	"august"	"2015"	"C25"	"CAL15-2586"	NA	"655164"	"2015-2-august"	8
"5221"	"53"	"IMG_5559.jpg"	"655164"	"june"	"2016"	"C25"	"CAL15-2586"	NA	"655164"	"2016-1-june"	9
"6226"	"99"	"IMG_2481.JPG"	"655164"	"june"	"2017"	"C25"	"CAL15-2586"	NA	"655164"	"2017-1-june"	11
"4635"	"29"	"IMG_7040.JPG"	"655023"	"august"	"2015"	"C25"	"CAL15-2587"	NA	"655023"	"2015-2-august"	8
"5300"	"132"	"IMG_9297.JPG"	"655023"	"june"	"2016"	"C25"	"CAL15-2587"	NA	"655023"	"2016-1-june"	9
"5716"	"62"	"IMG_0224.JPG"	"655023"	"august"	"2016"	"C25"	"CAL15-2587"	NA	"655023"	"2016-2-august"	10
"6645"	"66"	"IMG_2997.JPG"	"655023"	"august"	"2017"	"C25"	"CAL15-2587"	NA	"655023"	"2017-2-august"	12
"4636"	"30"	"IMG_7041.JPG"	"655073"	"august"	"2015"	"C25"	"CAL15-2588"	NA	"655073"	"2015-2-august"	8
"5175"	"7"	"IMG_5511.jpg"	"655073"	"june"	"2016"	"C25"	"CAL15-2588"	NA	"655073"	"2016-1-june"	9
"5730"	"76"	"IMG_9692.JPG"	"655073"	"august"	"2016"	"C25"	"CAL15-2588"	NA	"655073"	"2016-2-august"	10
"4639"	"33"	"IMG_7044.JPG"	"655005"	"august"	"2015"	"C25"	"CAL15-2590"	NA	"655005"	"2015-2-august"	8
"4641"	"35"	"IMG_7046.JPG"	"655202"	"august"	"2015"	"C25"	"CAL15-2591"	NA	"655202"	"2015-2-august"	8
"5734"	"80"	"IMG_9696.JPG"	"655202"	"august"	"2016"	"C25"	"CAL15-2591"	NA	"655202"	"2016-2-august"	10
"6670"	"91"	"IMG_3023.JPG"	"655202"	"august"	"2017"	"C25"	"CAL15-2591"	NA	"655202"	"2017-2-august"	12
"4646"	"40"	"IMG_7051.JPG"	"655121"	"august"	"2015"	"C25"	"CAL15-2592"	NA	"655121"	"2015-2-august"	8
"5238"	"70"	"IMG_9231.JPG"	"655121"	"june"	"2016"	"C25"	"CAL15-2592"	NA	"655121"	"2016-1-june"	9
"6591"	"12"	"IMG_2937.JPG"	"655121"	"august"	"2017"	"C25"	"CAL15-2592"	NA	"655121"	"2017-2-august"	12
"4648"	"42"	"IMG_7053.JPG"	"655201"	"august"	"2015"	"C25"	"CAL15-2593"	NA	"655201"	"2015-2-august"	8
"5180"	"12"	"IMG_5516.jpg"	"655201"	"june"	"2016"	"C25"	"CAL15-2593"	NA	"655201"	"2016-1-june"	9
"5460"	"28"	"IMG_9655.JPG"	"655201"	"august"	"2016"	"C7"	"CAL15-2593"	NA	"655201"	"2016-2-august"	10
"4650"	"44"	"IMG_7055.JPG"	"655115"	"august"	"2015"	"C25"	"CAL15-2594"	NA	"655115"	"2015-2-august"	8
"4653"	"47"	"IMG_7058.JPG"	"655174"	"august"	"2015"	"C25"	"CAL15-2595"	NA	"655174"	"2015-2-august"	8
"4665"	"59"	"IMG_7070.JPG"	"655211"	"august"	"2015"	"C25"	"CAL15-2598"	NA	"655211"	"2015-2-august"	8
"4666"	"60"	"IMG_7071.JPG"	"655066"	"august"	"2015"	"C25"	"CAL15-2599"	NA	"655066"	"2015-2-august"	8
"5206"	"38"	"IMG_5544.jpg"	"655066"	"june"	"2016"	"C25"	"CAL15-2599"	NA	"655066"	"2016-1-june"	9
"6173"	"46"	"IMG_2106.JPG"	"655066"	"june"	"2017"	"C25"	"CAL15-2599"	NA	"655066"	"2017-1-june"	11
"4667"	"61"	"IMG_7072.JPG"	"655029"	"august"	"2015"	"C25"	"CAL15-2600"	NA	"655029"	"2015-2-august"	8
"4680"	"74"	"IMG_7085.JPG"	"655246"	"august"	"2015"	"C25"	"CAL15-2607"	NA	"655246"	"2015-2-august"	8
"5655"	"1"	"IMG_0133.JPG"	"655246"	"august"	"2016"	"C25"	"CAL15-2607"	NA	"655246"	"2016-2-august"	10
"4682"	"76"	"IMG_7087.JPG"	"655170"	"august"	"2015"	"C25"	"CAL15-2608"	NA	"655170"	"2015-2-august"	8
"5257"	"89"	"IMG_9250.JPG"	"655170"	"june"	"2016"	"C25"	"CAL15-2608"	NA	"655170"	"2016-1-june"	9
"5807"	"153"	"IMG_9788.JPG"	"655170"	"august"	"2016"	"C25"	"CAL15-2608"	NA	"655170"	"2016-2-august"	10
"4684"	"78"	"IMG_7089.JPG"	"655133"	"august"	"2015"	"C25"	"CAL15-2609"	NA	"655133"	"2015-2-august"	8
"5286"	"118"	"IMG_9283.JPG"	"655133"	"june"	"2016"	"C25"	"CAL15-2609"	NA	"655133"	"2016-1-june"	9
"5762"	"108"	"IMG_9731.JPG"	"655133"	"august"	"2016"	"C25"	"CAL15-2609"	NA	"655133"	"2016-2-august"	10
"6216"	"89"	"IMG_2468.JPG"	"655133"	"june"	"2017"	"C25"	"CAL15-2609"	NA	"655133"	"2017-1-june"	11
"4694"	"88"	"IMG_7099.JPG"	"655162"	"august"	"2015"	"C25"	"CAL15-2610"	NA	"655162"	"2015-2-august"	8
"4696"	"90"	"IMG_7101.JPG"	"655168"	"august"	"2015"	"C25"	"CAL15-2611"	NA	"655168"	"2015-2-august"	8
"5185"	"17"	"IMG_5521.jpg"	"655168"	"june"	"2016"	"C25"	"CAL15-2611"	NA	"655168"	"2016-1-june"	9
"5796"	"142"	"IMG_9775.JPG"	"655168"	"august"	"2016"	"C25"	"CAL15-2611"	NA	"655168"	"2016-2-august"	10
"4697"	"91"	"IMG_7102.JPG"	"655192"	"august"	"2015"	"C25"	"CAL15-2612"	NA	"655192"	"2015-2-august"	8
"6649"	"70"	"IMG_3001.JPG"	"655192"	"august"	"2017"	"C25"	"CAL15-2612"	NA	"655192"	"2017-2-august"	12
"4699"	"93"	"IMG_7104.JPG"	"655031"	"august"	"2015"	"C25"	"CAL15-2614"	NA	"655031"	"2015-2-august"	8
"4706"	"100"	"IMG_7112.JPG"	"655090"	"august"	"2015"	"C25"	"CAL15-2615"	NA	"655090"	"2015-2-august"	8
"5814"	"160"	"IMG_9799.JPG"	"655090"	"august"	"2016"	"C25"	"CAL15-2615"	NA	"655090"	"2016-2-august"	10
"4707"	"101"	"IMG_7113.JPG"	"655212"	"august"	"2015"	"C25"	"CAL15-2616"	NA	"655212"	"2015-2-august"	8
"4709"	"103"	"IMG_7115.JPG"	"655145"	"august"	"2015"	"C25"	"CAL15-2617"	NA	"655145"	"2015-2-august"	8
"4712"	"106"	"IMG_7118.JPG"	"655114"	"august"	"2015"	"C25"	"CAL15-2618"	NA	"655114"	"2015-2-august"	8
"6624"	"45"	"IMG_2974.JPG"	"655114"	"august"	"2017"	"C25"	"CAL15-2618"	NA	"655114"	"2017-2-august"	12
"4713"	"107"	"IMG_7119.JPG"	"655169"	"august"	"2015"	"C25"	"CAL15-2619"	NA	"655169"	"2015-2-august"	8
"5285"	"117"	"IMG_9282.JPG"	"655169"	"june"	"2016"	"C25"	"CAL15-2619"	NA	"655169"	"2016-1-june"	9
"6194"	"67"	"IMG_2439.JPG"	"655169"	"june"	"2017"	"C25"	"CAL15-2619"	NA	"655169"	"2017-1-june"	11
"4716"	"110"	"IMG_7122.JPG"	"655083"	"august"	"2015"	"C25"	"CAL15-2620"	NA	"655083"	"2015-2-august"	8
"4720"	"114"	"IMG_7126.JPG"	"655232"	"august"	"2015"	"C25"	"CAL15-2621"	NA	"655232"	"2015-2-august"	8
"4721"	"115"	"IMG_7127.JPG"	"655064"	"august"	"2015"	"C25"	"CAL15-2622"	NA	"655064"	"2015-2-august"	8
"5777"	"123"	"IMG_9752.JPG"	"655064"	"august"	"2016"	"C25"	"CAL15-2622"	NA	"655064"	"2016-2-august"	10
"6197"	"70"	"IMG_2444.JPG"	"655064"	"june"	"2017"	"C25"	"CAL15-2622"	NA	"655064"	"2017-1-june"	11
"4724"	"118"	"IMG_7130.JPG"	"655001"	"august"	"2015"	"C25"	"CAL15-2623"	NA	"655001"	"2015-2-august"	8
"4726"	"120"	"IMG_7132.JPG"	"655057"	"august"	"2015"	"C25"	"CAL15-2624"	NA	"655057"	"2015-2-august"	8
"5242"	"74"	"IMG_9235.JPG"	"655057"	"june"	"2016"	"C25"	"CAL15-2624"	NA	"655057"	"2016-1-june"	9
"5687"	"33"	"IMG_0173.JPG"	"655057"	"august"	"2016"	"C25"	"CAL15-2624"	NA	"655057"	"2016-2-august"	10
"4736"	"130"	"IMG_7549.JPG"	"655300"	"august"	"2015"	"C25"	"CAL15-2716"	NA	"655300"	"2015-2-august"	8
"4739"	"133"	"IMG_7553.JPG"	"655303"	"august"	"2015"	"C25"	"CAL15-2717"	NA	"655303"	"2015-2-august"	8
"4754"	"148"	"IMG_7568.JPG"	"655280"	"august"	"2015"	"C25"	"CAL15-2722"	NA	"655280"	"2015-2-august"	8
"5228"	"60"	"IMG_9220.JPG"	"655280"	"june"	"2016"	"C25"	"CAL15-2722"	NA	"655280"	"2016-1-june"	9
"6206"	"79"	"IMG_2457.JPG"	"655280"	"june"	"2017"	"C25"	"CAL15-2722"	NA	"655280"	"2017-1-june"	11
"4756"	"150"	"IMG_7570.JPG"	"655135"	"august"	"2015"	"C25"	"CAL15-2723"	NA	"655135"	"2015-2-august"	8
"6210"	"83"	"IMG_2461.JPG"	"655135"	"june"	"2017"	"C25"	"CAL15-2723"	NA	"655135"	"2017-1-june"	11
"6622"	"43"	"IMG_2972.JPG"	"655135"	"august"	"2017"	"C25"	"CAL15-2723"	NA	"655135"	"2017-2-august"	12
"4762"	"156"	"IMG_7578.JPG"	"655474"	"august"	"2015"	"C25"	"CAL15-2726"	NA	"655474"	"2015-2-august"	8
"4770"	"164"	"IMG_7586.JPG"	"655423"	"august"	"2015"	"C25"	"CAL15-2727"	NA	"655423"	"2015-2-august"	8
"4775"	"169"	"IMG_7591.JPG"	"655381"	"august"	"2015"	"C25"	"CAL15-2729"	NA	"655381"	"2015-2-august"	8
"5753"	"99"	"IMG_9717.JPG"	"655381"	"august"	"2016"	"C25"	"CAL15-2729"	NA	"655381"	"2016-2-august"	10
"4777"	"171"	"IMG_7593.JPG"	"655290"	"august"	"2015"	"C25"	"CAL15-2730"	NA	"655290"	"2015-2-august"	8
"5172"	"4"	"IMG_5508.jpg"	"655290"	"june"	"2016"	"C25"	"CAL15-2730"	NA	"655290"	"2016-1-june"	9
"6152"	"25"	"IMG_2082.JPG"	"655290"	"june"	"2017"	"C25"	"CAL15-2730"	NA	"655290"	"2017-1-june"	11
"6686"	"107"	"IMG_3240.JPG"	"655290"	"august"	"2017"	"C25"	"CAL15-2730"	NA	"655290"	"2017-2-august"	12
"4779"	"173"	"IMG_7595.JPG"	"655467"	"august"	"2015"	"C25"	"CAL15-2731"	NA	"655467"	"2015-2-august"	8
"4784"	"178"	"IMG_7601.JPG"	"655317"	"august"	"2015"	"C25"	"CAL15-2732"	NA	"655317"	"2015-2-august"	8
"5170"	"2"	"IMG_5506.jpg"	"655317"	"june"	"2016"	"C25"	"CAL15-2732"	NA	"655317"	"2016-1-june"	9
"5725"	"71"	"IMG_9686.JPG"	"655317"	"august"	"2016"	"C25"	"CAL15-2732"	NA	"655317"	"2016-2-august"	10
"4791"	"185"	"IMG_7610.JPG"	"655361"	"august"	"2015"	"C25"	"CAL15-2736"	NA	"655361"	"2015-2-august"	8
"5659"	"5"	"IMG_0139.JPG"	"655361"	"august"	"2016"	"C25"	"CAL15-2736"	NA	"655361"	"2016-2-august"	10
"5171"	"3"	"IMG_5507.jpg"	"655352"	"june"	"2016"	"C25"	"CAL16-2817"	NA	"655352"	"2016-1-june"	9
"5173"	"5"	"IMG_5509.jpg"	"655481"	"june"	"2016"	"C25"	"CAL16-2818"	NA	"655481"	"2016-1-june"	9
"5177"	"9"	"IMG_5513.jpg"	"655433"	"june"	"2016"	"C25"	"CAL16-2819"	NA	"655433"	"2016-1-june"	9
"5671"	"17"	"IMG_0153.JPG"	"655433"	"august"	"2016"	"C25"	"CAL16-2819"	NA	"655433"	"2016-2-august"	10
"6195"	"68"	"IMG_2441.JPG"	"655433"	"june"	"2017"	"C25"	"CAL16-2819"	NA	"655433"	"2017-1-june"	11
"5182"	"14"	"IMG_5518.jpg"	"655386"	"june"	"2016"	"C25"	"CAL16-2820"	NA	"655386"	"2016-1-june"	9
"6625"	"46"	"IMG_2975.JPG"	"655386"	"august"	"2017"	"C25"	"CAL16-2820"	NA	"655386"	"2017-2-august"	12
"5183"	"15"	"IMG_5519.jpg"	"655412"	"june"	"2016"	"C25"	"CAL16-2821"	NA	"655412"	"2016-1-june"	9
"6228"	"101"	"IMG_2483.JPG"	"655412"	"june"	"2017"	"C25"	"CAL16-2821"	NA	"655412"	"2017-1-june"	11
"5187"	"19"	"IMG_5523.jpg"	"655301"	"june"	"2016"	"C25"	"CAL16-2823"	NA	"655301"	"2016-1-june"	9
"5190"	"22"	"IMG_5527.jpg"	"655277"	"june"	"2016"	"C25"	"CAL16-2824"	NA	"655277"	"2016-1-june"	9
"5719"	"65"	"IMG_0230.JPG"	"655277"	"august"	"2016"	"C25"	"CAL16-2824"	NA	"655277"	"2016-2-august"	10
"6223"	"96"	"IMG_2478.JPG"	"655277"	"june"	"2017"	"C25"	"CAL16-2824"	NA	"655277"	"2017-1-june"	11
"6589"	"10"	"IMG_2935.JPG"	"655277"	"august"	"2017"	"C25"	"CAL16-2824"	NA	"655277"	"2017-2-august"	12
"5194"	"26"	"IMG_5531.jpg"	"655266"	"june"	"2016"	"C25"	"CAL16-2825"	NA	"655266"	"2016-1-june"	9
"5471"	"39"	"IMG_9673.JPG"	"655266"	"august"	"2016"	"C7"	"CAL16-2825"	NA	"655266"	"2016-2-august"	10
"5199"	"31"	"IMG_5536.jpg"	"7834496"	"june"	"2016"	"C25"	"CAL16-2827"	NA	"7834496"	"2016-1-june"	9
"5202"	"34"	"IMG_5540.jpg"	"655291"	"june"	"2016"	"C25"	"CAL16-2829"	NA	"655291"	"2016-1-june"	9
"5214"	"46"	"IMG_5552.jpg"	"655419"	"june"	"2016"	"C25"	"CAL16-2830"	NA	"655419"	"2016-1-june"	9
"5667"	"13"	"IMG_0149.JPG"	"655419"	"august"	"2016"	"C25"	"CAL16-2830"	NA	"655419"	"2016-2-august"	10
"6669"	"90"	"IMG_3022.JPG"	"655419"	"august"	"2017"	"C25"	"CAL16-2830"	NA	"655419"	"2017-2-august"	12
"5220"	"52"	"IMG_5558.jpg"	"655250"	"june"	"2016"	"C25"	"CAL16-2831"	NA	"655250"	"2016-1-june"	9
"5791"	"137"	"IMG_9768.JPG"	"655250"	"august"	"2016"	"C25"	"CAL16-2831"	NA	"655250"	"2016-2-august"	10
"5224"	"56"	"IMG_5562.jpg"	"655355"	"june"	"2016"	"C25"	"CAL16-2832"	NA	"655355"	"2016-1-june"	9
"5689"	"35"	"IMG_0178.JPG"	"655355"	"august"	"2016"	"C25"	"CAL16-2832"	NA	"655355"	"2016-2-august"	10
"6629"	"50"	"IMG_2979.JPG"	"655355"	"august"	"2017"	"C25"	"CAL16-2832"	NA	"655355"	"2017-2-august"	12
"5233"	"65"	"IMG_9226.JPG"	"158530"	"june"	"2016"	"C25"	"CAL16-2871"	NA	"158530"	"2016-1-june"	9
"5744"	"90"	"IMG_9706.JPG"	"158530"	"august"	"2016"	"C25"	"CAL16-2871"	NA	"158530"	"2016-2-august"	10
